 Title="Moving Shock Problem"
 Variables = x, Rho,RU,E,U,P, Rho_R,RU_R,Source1,Source2,Source3
 DATASETAUXDATA N           = "  805"
 DATASETAUXDATA Algorithm   = "WENO"     
 DATASETAUXDATA Scheme      = "Zico"
 DATASETAUXDATA Order       = "    5"
 DATASETAUXDATA Method      = "    2"
 DATASETAUXDATA Epsilon     = "    1.0000E-12"
 DATASETAUXDATA Power       = "    1.0000E+00"
 DATASETAUXDATA Lambda      = "    1.1000E+00"
 DATASETAUXDATA Sound_Speed = "    0.0000E+00"
 DATASETAUXDATA Unroll_Loop = "    2"
 Zone T="WENO          0    0.0000E+00" I=     805
 AUXDATA Scheme      = "WENO"     
 AUXDATA Step        = "    0"
 AUXDATA Time        = "    0.0000E+00"
    -5.0344  0.57142857142857E+01 0.55780180812082E+02 0.56350000000000E+03 0.97615316421144E+01 0.11650000000000E+03 0.57142857142857E+01 0.55780180812082E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
    -5.0207  0.57142857142857E+01 0.55780180812082E+02 0.56350000000000E+03 0.97615316421144E+01 0.11650000000000E+03 0.57142857142857E+01 0.55780180812082E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
    -5.0069  0.57142857142857E+01 0.55780180812082E+02 0.56350000000000E+03 0.97615316421144E+01 0.11650000000000E+03 0.57142857142857E+01 0.55780180812082E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
    -4.9931  0.57142857142857E+01 0.55780180812082E+02 0.56350000000000E+03 0.97615316421144E+01 0.11650000000000E+03 0.57142857142857E+01 0.55780180812082E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
    -4.9793  0.57142857142857E+01 0.55780180812082E+02 0.56350000000000E+03 0.97615316421144E+01 0.11650000000000E+03 0.57142857142857E+01 0.55780180812082E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
    -4.9656  0.57142857142857E+01 0.55780180812082E+02 0.56350000000000E+03 0.97615316421144E+01 0.11650000000000E+03 0.57142857142857E+01 0.55780180812082E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
    -4.9518  0.57142857142857E+01 0.55780180812082E+02 0.56350000000000E+03 0.97615316421144E+01 0.11650000000000E+03 0.57142857142857E+01 0.55780180812082E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
    -4.9380  0.57142857142857E+01 0.55780180812082E+02 0.56350000000000E+03 0.97615316421144E+01 0.11650000000000E+03 0.57142857142857E+01 0.55780180812082E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
    -4.9243  0.57142857142857E+01 0.55780180812082E+02 0.56350000000000E+03 0.97615316421144E+01 0.11650000000000E+03 0.57142857142857E+01 0.55780180812082E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
    -4.9105  0.57142857142857E+01 0.55780180812082E+02 0.56350000000000E+03 0.97615316421144E+01 0.11650000000000E+03 0.57142857142857E+01 0.55780180812082E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
    -4.8967  0.57142857142857E+01 0.55780180812082E+02 0.56350000000000E+03 0.97615316421144E+01 0.11650000000000E+03 0.57142857142857E+01 0.55780180812082E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
    -4.8830  0.57142857142857E+01 0.55780180812082E+02 0.56350000000000E+03 0.97615316421144E+01 0.11650000000000E+03 0.57142857142857E+01 0.55780180812082E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
    -4.8692  0.57142857142857E+01 0.55780180812082E+02 0.56350000000000E+03 0.97615316421144E+01 0.11650000000000E+03 0.57142857142857E+01 0.55780180812082E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
    -4.8554  0.57142857142857E+01 0.55780180812082E+02 0.56350000000000E+03 0.97615316421144E+01 0.11650000000000E+03 0.57142857142857E+01 0.55780180812082E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
    -4.8417  0.57142857142857E+01 0.55780180812082E+02 0.56350000000000E+03 0.97615316421144E+01 0.11650000000000E+03 0.57142857142857E+01 0.55780180812082E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
    -4.8279  0.57142857142857E+01 0.55780180812082E+02 0.56350000000000E+03 0.97615316421144E+01 0.11650000000000E+03 0.57142857142857E+01 0.55780180812082E+02 0.00000000000000E+00 0.00000000000000E+00 0.00000000000000E+00
